Id,Fecha,Año,Mes,Día,Día semana,Hora completa,Hora,Num víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
2018-0041,2018-04-27,2018,4,27,Viernes,13:30:00,13,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,78,Entre 61-80,2018-04-27,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,LA PLATA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (103711.66698694 98495.65433114),103711.66698694,98495.65433114,-58.42281627,-34.64282424
2018-0042,2018-04-27,2018,4,27,Viernes,18:43:00,18,1,MOTO-CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MOTO,MASCULINO,23, Entre 21- 40,2018-04-27,BRANDSEN y PERDRIEL,CALLE,BRANDSEN,PERDRIEL,BRANDSEN y PERDRIEL,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (107026.83754260 98858.75172681),107026.8375426,98858.75172681,-58.38666024,-34.63953396
2018-0043,2018-04-28,2018,4,28,Sabado,06:30:00,6,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,25, Entre 21- 40,2018-04-29,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,"VILARDEBO, TEODORO",ALVAREZ JONTE AV.,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (97438.46582767 101907.03915052),97438.46582767,101907.03915052,-58.49122843,-34.61207587
2018-0044,2018-04-28,2018,4,28,Sabado,09:00:00,9,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50,Entre 41-60,2018-04-28,Alberti e Independencia Av.,AVENIDA,ALBERTI,INDEPENDENCIA AV.,ALBERTI e INDEPENDENCIA AV.,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105715.04318224 101174.58167004),105715.04318224,101174.58167004,-58.40098306,-34.61866627
2018-0045,2018-04-30,2018,4,30,Lunes,07:00:00,7,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,60,Entre 61-80,2018-04-30,Alvarez Thomas Av. 879,AVENIDA,ALVAREZ THOMAS AV.,,ALVAREZ THOMAS AV. 879,Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (100808.33159423 105557.81994917),100808.33159423,105557.81994917,-58.45448963,-34.5791692
2018-0046,2018-05-02,2018,5,2,Miercoles,03:15:00,3,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,11,Menos de 20,2018-05-02,Av. Gral. Paz y Av. Rivadavia,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,"PAZ, GRAL. AV. y RIVADAVIA AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (93950.50587297 98883.37644525),93950.50587297,98883.37644525,-58.52927982,-34.63931752
2018-0047,2018-05-08,2018,5,8,Martes,19:00:00,19,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82,Más de 80,2018-05-09,Av. Corrientes y Av. Dorrego,AVENIDA,CORRIENTES AV.,DORREGO AV.,CORRIENTES AV. y DORREGO AV.,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (101440.29935254 104167.40204334),101440.29935254,104167.40204334,-58.44759966,-34.5917024
2018-0048,2018-05-09,2018,5,9,Miercoles,10:30:00,10,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57,Entre 41-60,2018-05-16,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,Comuna 7,FLORES - PARQUE CHACABUCO,Point (99925.51296558 100002.14427355),99925.51296558,100002.14427355,-58.46411215,-34.62925068
2018-0049,2018-05-11,2018,5,11,Viernes,19:15:00,19,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,40,Entre 41-60,2018-05-13,Quesada 2300,CALLE,QUESADA,,QUESADA 2300,Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (100107.11808300 108354.57023193),100107.118083,108354.57023193,-58.4621322,-34.55395823
2018-0050,2018-05-14,2018,5,14,Lunes,18:45:00,18,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,Entre 41-60,2018-05-24,Cabildo Av. y Juramento Av.,AVENIDA,CABILDO AV.,JURAMENTO AV.,CABILDO AV. y JURAMENTO AV.,Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (100606.16651489 107458.45493347),100606.16651489,107458.45493347,-58.45669422,-34.5620361
2018-0051,2018-05-15,2018,5,15,Martes,21:15:00,21,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,57,Entre 41-60,2018-05-15,"California y Carbonari, Francisco, Cmte.",CALLE,CALIFORNIA,"CARBONARI, FRANCISCO, CMTE.","CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (109491.72835084 98425.60443682),109491.72835084,98425.60443682,-58.3597716,-34.64341878
2018-0052,2018-05-18,2018,5,18,Viernes,20:30:00,20,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,78,Entre 61-80,2018-05-19,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",NAZCA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (96798.08806617 104278.02817622),96798.08806617,104278.02817622,-58.49820145,-34.59070093
2018-0053,2018-05-20,2018,5,20,Domingo,02:30:00,2,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,43,Entre 41-60,2018-05-20,San Luis y Aguero,CALLE,SAN LUIS,AGUERO,SAN LUIS y AGUERO,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104834.84104085 103313.26202067),104834.84104085,103313.26202067,-58.4105928,-34.5993918
2018-0054,2018-05-22,2018,5,22,Martes,11:15:00,11,1,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,86,Más de 80,2018-05-25,Lugones 2430,CALLE,LUGONES,,LUGONES 2430,Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (98495.84519532 106440.03052817),98495.84519532,106440.03052817,-58.47969138,-34.57121563
2018-0055,2018-05-29,2018,5,29,Martes,07:30:00,7,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,21, Entre 21- 40,2018-05-29,Independencia Av. y Jujuy Av.,AVENIDA,INDEPENDENCIA AV.,JUJUY AV.,INDEPENDENCIA AV. y JUJUY AV.,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105482.77183741 101155.54165898),105482.77183741,101155.54165898,-58.40351561,-34.61883916
2018-0056,2018-06-02,2018,6,2,Sabado,13:00:00,13,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,69,Entre 61-80,2018-06-04,Av. Rivadavia 11050,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 11050,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (94825.31796080 98898.07278223),94825.3179608,98898.07278223,-58.51973844,-34.63918987
2018-0057,2018-06-03,2018,6,3,Domingo,03:30:00,3,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,33, Entre 21- 40,2018-06-04,Combate De Los Pozos y Humberto 1°,CALLE,COMBATE DE LOS POZOS,HUMBERTO 1?,COMBATE DE LOS POZOS y HUMBERTO 1Â°,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106436.50690531 100845.32785530),106436.50690531,100845.3278553,-58.39311376,-34.62163006
2018-0058,2018-06-03,2018,6,3,Domingo,06:30:00,6,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,26, Entre 21- 40,2018-06-13,Cordoba Av. y Thames,AVENIDA,CORDOBA AV.,THAMES,CORDOBA AV. y THAMES,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (102567.54814228 104264.87527568),102567.54814228,104264.87527568,-58.43531242,-34.59082159
2018-0059,2018-06-08,2018,6,8,Viernes,06:20:00,6,1,MOTO-MOVIL,CONDUCTOR,OTRO,MOTO,MASCULINO,54,Entre 41-60,2018-06-08,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,"GARAY, JUAN DE AV.",SANCHEZ DE LORIA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",Comuna 5,ALMAGRO - BOEDO,Point (104724.05358972 99878.51159963),104724.05358972,99878.51159963,-58.41178165,-34.63035454
2018-0060,2018-06-08,2018,6,8,Viernes,12:50:00,12,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51,Entre 41-60,2018-06-08,"Lavalle y Alem, Leandro N. Av.",AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108513.43549456 103032.95078343),108513.43549456,103032.95078343,-58.370488,-34.60189492
2018-0061,2018-06-10,2018,6,10,Domingo,11:15:00,11,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,51,Entre 41-60,2018-06-10,Estados Unidos y Pichincha,CALLE,ESTADOS UNIDOS,PICHINCHA,ESTADOS UNIDOS y PICHINCHA,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105911.62147898 101065.51501699),105911.62147898,101065.51501699,-58.39883882,-34.61964833
2018-0062,2018-06-14,2018,6,14,Jueves,01:00:00,1,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,32, Entre 21- 40,2018-06-14,Rosario y Barco Centenera Del,CALLE,ROSARIO,BARCO CENTENERA DEL,ROSARIO y BARCO CENTENERA DEL,Comuna 6,CABALLITO,Point (102035.73876399 100936.73706899),102035.73876399,100936.73706899,-58.44110156,-34.62082399
2018-0063,2018-06-16,2018,6,16,Sabado,21:15:00,21,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,28, Entre 21- 40,2018-06-17,Av. Leandro N. Alem y Viamonte,AVENIDA,"ALEM, LEANDRO N. AV.",VIAMONTE,"ALEM, LEANDRO N. AV. y VIAMONTE",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108473.00357935 103295.64162815),108473.00357935,103295.64162815,-58.37093138,-34.59952725
2018-0064,2018-06-25,2018,6,25,Lunes,01:15:00,1,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,30, Entre 21- 40,2018-06-25,Varela Av. y Primera Junta,AVENIDA,VARELA AV.,PRIMERA JUNTA,VARELA AV. y PRIMERA JUNTA,Comuna 7,FLORES - PARQUE CHACABUCO,Point (100435.26388900 98861.53271694),100435.263889,98861.53271694,-58.45855262,-34.63953253
2018-0065,2018-06-26,2018,6,26,Martes,17:30:00,17,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,35, Entre 21- 40,2018-06-26,"Pellegrini, Carlos y Juncal",CALLE,"PELLEGRINI, CARLOS",JUNCAL,"PELLEGRINI, CARLOS y JUNCAL",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107493.20906271 104038.93317074),107493.20906271,104038.93317074,-58.38161909,-34.59283447
2018-0066,2018-06-28,2018,6,28,Jueves,11:00:00,11,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73,Entre 61-80,2018-06-28,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,"LACROZE, FEDERICO AV.","CORRIENTES AV. y LACROZE, FEDERICO AV.",Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (100750.52062158 104691.17506829),100750.52062158,104691.17506829,-58.45511899,-34.58698157
2018-0067,2018-06-29,2018,6,29,Viernes,16:15:00,16,1,PASAJEROS-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,PASAJEROS,FEMENINO,81,Más de 80,2018-07-06,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (107891.26340037 99945.61487141),107891.26340037,99945.61487141,-58.37724226,-34.62973033
2018-0068,2018-07-01,2018,7,1,Domingo,09:00:00,9,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,21, Entre 21- 40,2018-07-01,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",Comuna 7,FLORES - PARQUE CHACABUCO,Point (100718.69831349 99996.27412808),100718.69831349,99996.27412808,-58.45546217,-34.62930339
2018-0069,2018-07-04,2018,7,4,Miercoles,21:45:00,21,1,BICICLETA-PASAJEROS,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,20, Entre 21- 40,2018-07-04,"Córdoba Av. 2215

",AVENIDA,CORDOBA AV.,,CORDOBA AV. 2215,Comuna 2,RECOLETA,Point (105900.94104333 103295.18325601),105900.94104333,103295.18325601,-58.39897064,-34.59954925
2018-0070,2018-07-07,2018,7,7,Sabado,15:45:00,15,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,33, Entre 21- 40,2018-07-07,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,"URQUIZA, GRAL.","ESTADOS UNIDOS y URQUIZA, GRAL.",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104963.31095539 100886.97438212),104963.31095539,100886.97438212,-58.40917826,-34.62126274
2018-0071,2018-07-10,2018,7,10,Martes,17:50:00,17,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2018-07-10,Moreno y Av. Huergo,AVENIDA,MORENO,"HUERGO, ING. AV.","MORENO y HUERGO, ING. AV.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108808.25931028 102022.90885862),108808.25931028,102022.90885862,-58.36726348,-34.61099738
2018-0072,2018-07-11,2018,7,11,Miercoles,13:15:00,13,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,27, Entre 21- 40,2018-07-13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (98224.62123059 93867.97738800),98224.62123059,93867.977388,-58.48267426,-34.68454456
2018-0073,2018-07-11,2018,7,11,Miercoles,15:45:00,15,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,67,Entre 61-80,2018-07-11,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3400",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (106218.96559101 97510.98250186),106218.96559101,97510.98250186,-58.39546165,-34.65168841
2018-0074,2018-07-14,2018,7,14,Sabado,06:04:00,6,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,25, Entre 21- 40,2018-07-14,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,"ALBERDI, JUAN BAUTISTA AV. 2968",Comuna 7,FLORES - PARQUE CHACABUCO,Point (99438.84176266 99501.28380301),99438.84176266,99501.28380301,-58.46941984,-34.63376545
2018-0075,2018-07-15,2018,7,15,Domingo,07:30:00,7,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,23, Entre 21- 40,2018-07-15,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,Comuna 14,PALERMO,Point (105470.75546311 105320.72785650),105470.75546311,105320.7278565,-58.40367321,-34.58129246
2018-0076,2018-07-16,2018,7,16,Lunes,09:30:00,9,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,73,Entre 61-80,2018-07-16,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE","PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (93946.81673714 97681.68907836),93946.81673714,97681.68907836,-58.52932872,-34.65014993
2018-0077,2018-07-16,2018,7,16,Lunes,23:15:00,23,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,58,Entre 41-60,2018-07-17,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104963.31095539 100886.97438212),104963.31095539,100886.97438212,-58.40917826,-34.62126274
2018-0078,2018-07-21,2018,7,21,Sabado,06:15:00,6,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27, Entre 21- 40,2018-07-21,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,Comuna 2,RECOLETA,Point (104647.18963470 103830.17880585),104647.1896347,103830.17880585,-58.41264127,-34.59473294
2018-0079,2018-07-23,2018,7,23,Lunes,07:15:00,7,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,0,Menos de 20,2018-07-23,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (95832.05571093 95505.41641999),95832.05571093,95505.41641999,-58.50877521,-34.66977709
2018-0080,2018-07-25,2018,7,25,Miercoles,22:22:00,22,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,26, Entre 21- 40,2018-07-25,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (95506.35959227 96696.89655626),95506.35959227,96696.89655626,-58.51232237,-34.6590353
2018-0081,2018-07-29,2018,7,29,Domingo,06:30:00,6,1,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,35, Entre 21- 40,2018-07-29,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,RIVERA INDARTE AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,Comuna 7,FLORES - PARQUE CHACABUCO,Point (101453.89687005 98180.39027169),101453.89687005,98180.39027169,-58.44744156,-34.64567171
2018-0082,2018-08-01,2018,8,1,Miercoles,15:53:00,15,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,17,Menos de 20,2018-08-01,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (97148.03881747 96734.79106149),97148.03881747,96734.79106149,-58.49441273,-34.65869968
2018-0083,2018-08-02,2018,8,2,Jueves,05:20:00,5,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2018-08-02,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (98491.08733048 93092.87943671),98491.08733048,93092.87943671,-58.47976785,-34.69153196
2018-0084,2018-08-03,2018,8,3,Viernes,07:25:00,7,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,45,Entre 41-60,2018-08-03,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108993.20201253 100735.24332429),108993.20201253,100735.24332429,-58.36523349,-34.62260331
2018-0085,2018-08-03,2018,8,3,Viernes,18:16:00,18,2,MOTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,FEMENINO,22, Entre 21- 40,2018-08-03,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106612.54991859 100244.75667446),106612.54991859,100244.75667446,-58.39118948,-34.62704273
2018-0085,2018-08-03,2018,8,3,Viernes,18:16:00,18,2,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,30, Entre 21- 40,2018-08-03,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106612.54991859 100244.75667446),106612.54991859,100244.75667446,-58.39118948,-34.62704273
2018-0086,2018-08-10,2018,8,10,Viernes,21:44:00,21,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,40,Entre 41-60,2018-08-10,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (97534.35415051 97682.40955825),97534.35415051,97682.40955825,-58.49019551,-34.65015854
2018-0087,2018-08-15,2018,8,15,Miercoles,19:20:00,19,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,Entre 61-80,2018-08-20,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,COLOMBRES,PAVON AV. y COLOMBRES,Comuna 5,ALMAGRO - BOEDO,Point (104296.57153484 99891.67281595),104296.57153484,99891.67281595,-58.41644362,-34.63023775
2018-0088,2018-08-17,2018,8,17,Viernes,16:36:00,16,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,0,Menos de 20,2018-08-17,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (96563.66494817 108815.73881056),96563.66494817,108815.73881056,-58.5007381,-34.5497951
2018-0089,2018-08-17,2018,8,17,Viernes,17:56:00,17,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,Más de 80,2018-08-17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (106147.25140863 99876.44981079),106147.25140863,99876.44981079,-58.39626094,-34.63036565
2018-0090,2018-08-18,2018,8,18,Sabado,10:34:00,10,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,27, Entre 21- 40,2018-08-18,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (102791.00899168 95424.06973029),102791.00899168,95424.06973029,-58.43284809,-34.67051543
2018-0091,2018-08-19,2018,8,19,Domingo,18:47:00,18,1,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,23, Entre 21- 40,2018-08-19,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (94544.31344300 99185.28796442),94544.313443,99185.28796442,-58.52280139,-34.63659934
2018-0092,2018-08-20,2018,8,20,Lunes,08:20:00,8,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,23, Entre 21- 40,2018-08-20,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,GASCON,CORDOBA AV. y GASCON,Comuna 14,PALERMO,Point (103662.91363929 103496.49206019),103662.91363929,103496.49206019,-58.4233693,-34.59774487
2018-0093,2018-08-20,2018,8,20,Lunes,08:41:00,8,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24, Entre 21- 40,2018-08-20,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,,15 DE NOVIEMBRE DE 1889 1513,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107004.02001368 99798.84856249),107004.02001368,99798.84856249,-58.38691681,-34.63105973
2018-0094,2018-08-23,2018,8,23,Jueves,05:35:00,5,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,32, Entre 21- 40,2018-08-23,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",BERUTI,"SALGUERO, JERONIMO y BERUTI",Comuna 14,PALERMO,Point (104734.93787233 104821.22705013),104734.93787233,104821.22705013,-58.4116902,-34.5857988
2018-0095,2018-08-26,2018,8,26,Domingo,00:59:00,0,1,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,49,Entre 41-60,2018-08-26,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (99624.29795829 97569.69801131),99624.29795829,97569.69801131,-58.46739825,-34.65117757
